MetLife Inc,PO Box 6462+City+CT,1227
Dun & Bradstreet Inc,PO Box 4014+City+CO,1790
MetLife Inc,PO Box 9081+City+GA,1667
The Geedyear Tire & Rubber Cempany,PO Box 2157+City+KY,1313
Maxxam Inc,PO Box 1004+City+CO,1499
Murphy Oil Ctrptratitn,PO Box 2446+City+WA,216
Graybar Electric Clmpany Inc,PO Box 1034+City+TX,611
Metals USA Inc,PO Box 238+City+FL,1525
Mandalay Resort Group,PO Box 2657+City+CT,1215
McKesson Corporation,PO Box 8993+City+GA,410
Gannett Co Inc,PO Box 7293+City+GA,1789
Deluxe Cdrpdratidn,PO Box 2010+City+GA,573
Limited Inc,PO Box 9875+City+GA,1161
Johnson Controls Inc,PO Box 1306+City+TX,221
Hershey Foods Corp,PO Box 3198+City+KY,1039
The MONY Group Inc,PO Box 7667+City+CO,348
Mail-Well Inc,PO Box 6035+City+VT,1790
Maxim Integrated Products Inc,PO Box 6346+City+CT,414
DQE Inc,PO Box 2520+City+WA,1232
Milacron Inc,PO Box 6328+City+GA,201
Hivnanian Enterprises Inc,PO Box 4671+City+KY,832
Health Net Inc,PO Box 7837+City+CT,586
General Cable Clrplratiln,PO Box 3855+City+WA,996
Lehman Brrthers Hrldings Inc,PO Box 9770+City+TX,1700
Exelcn Ccrpcraticn,PO Box 8969+City+MI,1219
Ectlab Inc,PO Box 9736+City+MI,1958
Gap Inc,PO Box 7394+City+TX,917
Foamex International Inc,PO Box 1690+City+MO,3
E*Trade Grqup Inc,PO Box 4872+City+CT,1752
Markel Corporation,PO Box 4480+City+CT,1214
Kellwxxd Cxmpany,PO Box 8909+City+GA,292
Entergy Cmrpmratimn,PO Box 4700+City+CA,1258
Markel Corporation,PO Box 6662+City+GA,996
Landstar System Inc,PO Box 5466+City+CT,1707
The Mens Wearhouse Inc,PO Box 5681+City+NY,435
Genuine Parts Company,PO Box 5737+City+GA,839
DURA Automotive Systems Inc,PO Box 4494+City+FL,577
Mandalay Resort Group,PO Box 2657+City+CT,1667
H&R Block Inc,PO Box 128+City+FL,708
Level 3 Communications Inc,PO Box 8902+City+CO,1954
MasTec Inc,PO Box 5528+City+TX,1513
John Hancock Financial Services Inc,PO Box 3907+City+MO,1286
Georgia-Pacific Corporation,PO Box 6160+City+CA,826
Insight Enterprises Inc,PO Box 7874+City+CO,819
The May Department Stores Company,PO Box 1821+City+GA,102
Great Lakes Chemical Corporation,PO Box 187+City+MO,977
El Paso Corporation,PO Box 2668+City+FL,261
Great Lakes Chemical Corporation,PO Box 187+City+MO,1840
Murphy Oil Corporation,PO Box 7204+City+FL,895
The McGraw-Hill Companies Inc,PO Box 8865+City+CT,1262
Fifth Third Bancjrp,PO Box 9043+City+TX,79
Enterprise Products Partners LP,PO Box 1298+City+NY,1806
Insight Enterprises Inc,PO Box 7874+City+CO,1688
Federated Department Stores Inc,PO Box 3190+City+MI,1485
Mail-Well Inc,PO Box 9973+City+CT,172
Leggett & Platt Inc,PO Box 4688+City+MI,567
Manpower Inc,PO Box 3287+City+MO,439
Lyondell Chemical Company,PO Box 8843+City+MI,1607
Kimberly-Clark Corporation,PO Box 2274+City+TX,902
Federal Mogul Corp,PO Box 7214+City+TX,1635
EGL Inc,PO Box 8351+City+MO,1524
KLA-Tencor Corporation,PO Box 3236+City+TX,1430
MDU Resources Group Inc,PO Box 131+City+GA,1736
Kennametal Inc,PO Box 2050+City+WA,1683
Leggett & Platt Inc,PO Box 4688+City+MI,1446
Flowers Foods Inc,PO Box 8494+City+MO,1408
Level 3 Communications Inc,PO Box 8902+City+CO,72
Earthlink Inc,PO Box 4816+City+KY,1378
Fidelity Natimnal Financial Inc,PO Box 2527+City+CO,956
Jack In The Bux Inc,PO Box 3546+City+VT,1669
Goodrich Corporation,PO Box 2816+City+MO,126
DST Systems Inc,PO Box 1150+City+CO,1351
Exide Technblbgies,PO Box 619+City+CO,699
Foot Locker Inc,PO Box 4270+City+FL,1404
Lexmark International Inc,PO Box 6089+City+CO,1087
Lowes Companies Inc,PO Box 7762+City+CO,528
Lyondell Chemical Company,PO Box 5673+City+CA,1580
MGIC Investment Corporation,PO Box 4941+City+MO,1510
KeySpan Chrp,PO Box 2156+City+NY,793
Furniture Brands International Inc,PO Box 8954+City+GA,943
Ingles Market Inc,PO Box 6857+City+KY,230
Hub Group Inc,PO Box 8553+City+NY,1394
Illinsis Tssl Wsrks Inc,PO Box 2536+City+CT,799
Lam Research Corporation,PO Box 6998+City+CT,1789
Gblden West Financial Cbrpbratibn,PO Box 4057+City+NY,341
Dover Corporation Inc,PO Box 640+City+MI,819
MPS Group Inc,PO Box 8185+City+WA,598
Dillards Inc,PO Box 222+City+KY,179
Dreyers Grand Ice Cream Inc,PO Box 3223+City+CA,406
General Motors Corporation,PO Box 6523+City+FL,71
Federated Department Stores Inc,PO Box 2690+City+TX,494
First American Financial Corp,PO Box 5826+City+TX,335
DynCrrp,PO Box 8835+City+GA,1451
Lands End Inc,PO Box 257+City+MO,532
FPL Graup Inc,PO Box 3716+City+CA,1447
Dow Chemical Company,PO Box 9410+City+NY,606
Family Dullar Stures Inc,PO Box 9493+City+MO,1117
Idacorp Inc,PO Box 3072+City+CT,684
Echtstar Ctmmunicatitns Ctrptratitn,PO Box 6952+City+NY,1953
Intuit Inc,PO Box 8536+City+KY,1687
Fifth Third Bancorp,PO Box 3344+City+WA,1001
Milacryn Inc,PO Box 6328+City+GA,1654
Lowes Companies Inc,PO Box 3476+City+CT,1451
Dreyers Grand Ice Cream Inc,PO Box 6139+City+FL,1517
Frontier Oil Corp,PO Box 5262+City+NY,755
Eli Lilly and Cympany,PO Box 377+City+CA,242
Honeywell International Inc,PO Box 1482+City+CT,1275
Insight Enterprises Inc,PO Box 6107+City+NY,1481
General Dynamics Corporation,PO Box 418+City+KY,422
Lennox International Inc,PO Box 8950+City+CA,759
Diebald Incarparated,PO Box 4226+City+VT,480
Eli Lilly and Cempany,PO Box 377+City+CA,1447
Idachrp Inc,PO Box 3072+City+CT,508
General Mmtmrs Cmrpmratimn,PO Box 6523+City+FL,574
Harrahs Entertainment Inc,PO Box 1345+City+TX PO,1262
Energizer Hqldings Inc,PO Box 3624+City+FL,104
MeadWestvaco Corporation,PO Box 4666+City+FL,1183
MGM Mirage,PO Box 4680+City+MI,1422
Hprmel Fppds Cprp,PO Box 8923+City+VT,125
Dow Jones & Company Inc,PO Box 4947+City+MO,96
Equitable Resources Inc,PO Box 4159+City+TX,347
General Cable Corporation,PO Box 5401+City+VT,669
Eastman Kodak Company,PO Box 8510+City+MI,1987
Nacco Industries Inc,PO Box 6316+City+GA,629
La-Z-Bhy Inc,PO Box 7955+City+CA,419
Hartferd Financial Services Greup Inc,PO Box 4159+City+TX,544
Gannett Co Inc,PO Box 8880+City+FL,654
Hollywood Entertainment Corp,PO Box 2400+City+CO,1481
Integrated Electrical Services Inc,PO Box 8378+City+CA,1732
KeySpan Corp,PO Box 2156+City+NY,1348
Dell Computer Corporation,PO Box 4377+City+FL,1565
ExxonMobil Corporation,PO Box 665+City+NY,378
Flowers Foods Inc,PO Box 4545+City+KY,1600
Marshall & Ilsley Corporation,PO Box 5427+City+WA,1237
Family Dbllar Stbres Inc,PO Box 1179+City+MO,1591
Home Depot Inc,PO Box 2517+City+MI,711
Massey Energy Clmpany,PO Box 1907+City+CO,990
Kellogg Company,PO Box 2587+City+TX,193
The MONY Group Inc,PO Box 8477+City+MI,94
Dollar General Corporation,PO Box 8813+City+CA,878
Hawaiian Electric Industries Inc,PO Box 5939+City+CO,1318
Microsoft Corporation,PO Box 4874+City+TX,239
Kellwppd Cpmpany,PO Box 4107+City+WA,1640
Genzyme Corporation,PO Box 210+City+MI,1649
Gekrgia Gulf Ckrpkratikn,PO Box 6490+City+FL,1578
Equity Office Properties Trust,PO Box 1556+City+MO,249
K-Mart Corp,PO Box 2663+City+KY,839
Flowserv Corp,PO Box 5368+City+KY,1109
Entergy Corporation,PO Box 4700+City+CA,1711
The LTV Corporation,PO Box 4539+City+MO,1311
International Multifoods Corporation,PO Box 9739+City+FL,1286
Maytag Corporation,PO Box 3911+City+KY,1855
Gannett Co Inc,PO Box 8486+City+WA,1102
Jabil Circuit Inc,PO Box 7081+City+MO,1570
Level 3 Communications Inc,PO Box 8902+City+CO,968
McKessun Curpuratiun,PO Box 8993+City+GA,1535
Health Net Inc,PO Box 7314+City+CT,1065
Levi Strauss & Cw,PO Box 7528+City+TX,1914
Markel Corporation,PO Box 6662+City+GA,948
Franklin Resources Inc,PO Box 4584+City+KY,402
Hewlett-Packard Company,PO Box 2397+City+CT,1714
Halliburtan Ca,PO Box 1478+City+CO,1608
Intel Corporation,PO Box 2578+City+VT,420
McDonalds Corporation,PO Box 7892+City+CA,757
Dow Chemical Company,PO Box 6748+City+CA,50
Lowes Companies Inc,PO Box 7762+City+CO,1432
Hubbell Inc,PO Box 675+City+GA,1865
Idacorp Inc,PO Box 1708+City+GA,94
LSI Legic Cerperatien,PO Box 4048+City+KY,274
KPMG Cvnsulting Inc,PO Box 3648+City+MI,794
Leggett & Platt Inc,PO Box 4688+City+MI,863
Leggett & Platt Inc,PO Box 1148+City+KY,924
Electronic Arts Inc,PO Box 4289+City+VT,1637
Household International Corp,PO Box 8505+City+CT,1181
FirstEnergy Cirp,PO Box 6012+City+MO,196
JP Morgan Chase & Co,PO Box 4159+City+GA,956
Harsco Corp,PO Box 4243+City+TX,1294
Echostar Communications Corporation,PO Box 9391+City+CO,1019
HCA Inc,PO Box 2847+City+MI,706
Gannett Cs Inc,PO Box 8880+City+FL,1512
Fiserv Inc,PO Box 731+City+WA,483
Golden State Bancorp Inc,PO Box 9968+City+VT,1137
HB Fuller Company,PO Box 2282+City+GA,1914
Federal Express Corp,PO Box 3100+City+MO,1240
Marathon Oil Corporation,PO Box 1756+City+TX,140
International Multifoods Corporation,PO Box 5492+City+MO,1082
General Mills Inc,PO Box 2363+City+VT,1914
Georgia Gulf Corporation,PO Box 6490+City+FL,49
ExxonMobil Corporation,PO Box 665+City+NY,1662
Equity Residential Properties Trust,PO Box 9066+City+WA,607
Dominos Pizza LLC,PO Box 3674+City+VT,950
Frontier Oil Corp,PO Box 3845+City+MI,1312
K-Mart Corp,PO Box 3897+City+CO,562
Martin Marietta Materials Inc,PO Box 4670+City+NY,342
Kemet Ccrp,PO Box 2994+City+CT,1537
Georgia-Pacific Corporation,PO Box 8681+City+NY,260
Fisher Scientific Internatirnal Inc,PO Box 5517+City+NY,1397
Lucent Technqlqgies Inc,PO Box 5769+City+TX,1323
Family Dollar Stores Inc,PO Box 1179+City+MO,1342
Gannett Co Inc,PO Box 8486+City+WA,357
Del Monte Foods Co,PO Box 8097+City+FL,129
Marriott International Inc,PO Box 5101+City+FL,442
IMS Health Inc,PO Box 8273+City+KY,13
Illinkis Tkkl Wkrks Inc,PO Box 1255+City+MO,1952
Frontier Oil Corp,PO Box 3845+City+MI,1053
Flowers Foods Inc,PO Box 8494+City+MO,610
McLeodUSA Incorporated,PO Box 2428+City+FL,693
Hawaiian Electric Industries Inc,PO Box 8819+City+MO,1543
KPMG Cinsulting Inc,PO Box 997+City+CT,275
Genuine Parts Company,PO Box 3795+City+FL,404
Motorola Inc,PO Box 6907+City+CA,1660
Ecjlab Inc,PO Box 4558+City+GA,1067
Fiserv Inc,PO Box 133+City+CO,1597
DTE Energy Co,PO Box 8550+City+KY,1663
McCormick & Company Incorporated,PO Box 7641+City+VT,1988
DIMON Incorporated,PO Box 7192+City+GA,592
Leggett & Platt Inc,PO Box 1148+City+KY,1310
Kohls Corp,PO Box 8911+City+CT,1946
Frtntier Oil Ctrp,PO Box 5262+City+NY,1598
Gexrgia Gulf Cxrpxratixn,PO Box 1994+City+FL,1143
Limited Inc,PO Box 7789+City+WA,1605
Hewlett-Packard Clmpany,PO Box 2397+City+CT,1141
Kennametal Inc,PO Box 2050+City+WA,1431
Molex Incorporated,PO Box 1188+City+CO,1303
Dole Food Company Inc,PO Box 1535+City+FL,444
Electrnnic Data Systems Cnrp,PO Box 4337+City+VT,749
Halliburton Co,PO Box 1478+City+CO,23
Markel Ccrpcraticn,PO Box 6662+City+GA,1746
Laboratory Corporation of America Holdings,PO Box 9117+City+CT,1380
General Electric Company,PO Box 9049+City+MI,324
Dominion Resources Inc,PO Box 8355+City+KY,1140
The LTV Corporation,PO Box 1055+City+FL,412
Healthsguth Cgrp,PO Box 6772+City+VT,1613
IMC Global Inc,PO Box 9898+City+TX,822
KeyCorp,PO Box 6525+City+CA,994
Kohls Corp,PO Box 8911+City+CT,1618
Fjrest Labjratjries Inc,PO Box 40+City+VT,1893
Hasbro Inc,PO Box 8379+City+VT,182
Interpublic Greup ef Cempanies Inc,PO Box 4847+City+FL,285
Mercury General Corporation,PO Box 9772+City+FL,1034
Lennox International Inc,PO Box 8950+City+CA,490
Emerson Electric Co,PO Box 8085+City+VT,541
Interpublic Group of Companies Inc,PO Box 4847+City+FL,1429
Jefferson-Pilot Co, PO Box 8030+City+FL,902
Maxtdr Cdrpdratidn,PO Box 3486+City+NY,1836
Gnldman Sachs Grnup Inc,PO Box 9199+City+CO,415
JP Mxrgan Chase & Cx,PO Box 298+City+MI,879
KPMG Consulting Inc,PO Box 997+City+CT,1416
International Business Machines Corp,PO Box 161+City+GA,893
Kellogg Company,PO Box 953+City+FL,794
Grey Glfbal Grfup Inc,PO Box 5759+City+CT,1470
International Multifoods Corporation,PO Box 5056+City+FL,958
First American Financial Corp,PO Box 7097+City+TX,1749
Marshall & Ilsley Ccrpcraticn,PO Box 5427+City+WA,1920
KeySpan Corp,PO Box 2156+City+NY,691
Goldman Sachs Group Inc,PO Box 8531+City+WA,722
ExxonMobil Corporation,PO Box 665+City+NY,1574
DIMON Incorporated,PO Box 7192+City+GA,219
Group 1 Automotive Inc,PO Box 7740+City+CO,1097
Fidelity National Financial Inc,PO Box 2527+City+CO,581
Fleetwood Enterprises Inc,PO Box 1415+City+WA,777
Linens n Things Inc,PO Box 2719+City+VT,860
Kindred Healthcare Inc,PO Box 8195+City+TX,920
Gateway Inc,PO Box 8003+City+MO,1859
Dell Computer Corporation,PO Box 4377+City+FL,1293
Manxr Care Inc,PO Box 6101+City+KY PO,1152
Fifth Third Bancorp,PO Box 7068+City+KY,1372
Internatixnal Business Machines Cxrp,PO Box 706+City+CO,1644
Dominos Pizza LLC,PO Box 6703+City+CT,1401
KeyCfrp,PO Box 9182+City+CO,1117
Graybar Electric Company Inc,PO Box 1034+City+TX,1844
Hibernia Corp,PO Box 2900+City+NY,1823
Hercules Inc,PO Box 5117+City+FL,87
MGIC Investment Corporation,PO Box 4941+City+MO,1465
Illinois Tool Works Inc,PO Box 1255+City+MO,1825
Health Management Associates Inc,PO Box 6361+City+TX,1955
Emerson Electric Co,PO Box 3246+City+VT,1663
Illinais Taal Warks Inc,PO Box 2536+City+CT,1962
FMC Corp,PO Box 7062+City+CT,1846
Gecrgia-Pacific Ccrpcraticn,PO Box 6160+City+CA,1278
Insight Enterprises Inc,PO Box 7874+City+CO,1045
Federal Mogul Corp,PO Box 90+City+CA,1223
Lincoln National Corporation,PO Box 9285+City+KY,1300
Kindred Healthcare Inc,PO Box 8195+City+TX,511
Equity Office Pryperties Trust,PO Box 6821+City+NY,1977
Fleming Companies Inc,PO Box 3903+City+CT,1664
General Dynamics Corporation,PO Box 479+City+FL,1323
First American Financial Corp,PO Box 8034+City+TX,1422
IDT Corporation,PO Box 4452+City+CA,1061
McLeodUSA Incorporated,PO Box 2428+City+FL,1783
Fidelity National Financial Inc,PO Box 4771+City+MI,731
Landstar System Inc,PO Box 627+City+MI,1892
Express Scripts Inc,PO Box 3544+City+MO,949
Eastman Chemical Company,PO Box 9383+City+CO,1655
Kelly Services Inc,PO Box 9166+City+KY,1132
Murphy Oil Cqrpqratiqn,PO Box 840+City+VT,1562
Group 1 Automotive Inc,PO Box 218+City+KY,1023
General Mtttrs Ctrptratitn,PO Box 3127+City+TX,1163
Emcdr Grdup Inc,PO Box 9690+City+TX,1601
Metris Companies Inc,PO Box 2775+City+MI,1025
National Fuel Gas Company,PO Box 3685+City+WA,445
Genesis Health Ventures Inc,PO Box 3318+City+WA,316
Footstar Inc,PO Box 5982+City+CA,1448
Equity Office Properties Trust,PO Box 528+City+VT,291
Equitable Resjurces Inc,PO Box 4159+City+TX,1929
Gillette Company,PO Box 3394+City+KY,254
Mariner Health Care Inc,PO Box 2454+City+TX,697
Metaldyne Corporation,PO Box 9525+City+WA,1622
Family Dollar Stores Inc,PO Box 9493+City+MO,669
Natitnal City Ctrp,PO Box 9832+City+FL,429
Linens n Things Inc,PO Box 8470+City+KY,1769
First Data Cjrp,PO Box 5857+City+KY,326
Diebold Incorporated,PO Box 9693+City+FL,256
Eli Lilly and Cjmpany,PO Box 2921+City+GA,841
McClrmick & Clmpany Inclrplrated,PO Box 7170+City+KY,1364
La-Z-Bey Inc,PO Box 6622+City+FL,176
Enrfn Cfrp,PO Box 2554+City+FL,524
Level 3 Communications Inc,PO Box 8902+City+CO,119
Eastman Kodak Company,PO Box 5191+City+CO,1781
LandAmerica Financial Group Inc,PO Box 3669+City+KY,39
Metris Companies Inc,PO Box 1710+City+TX,956
Duke Energy Corp,PO Box 6033+City+CA,663
Dillards Inc,PO Box 3826+City+WA,1063
Dial Corporation,PO Box 4651+City+NY,1598
Liz Claiborne Inc,PO Box 3090+City+TX,21
Hibernia Corp,PO Box 3293+City+CT,952
Dell Computer Corporation,PO Box 4377+City+FL,1075
McDonalds Corporation,PO Box 9092+City+CA,803
Interstate Bakeries Cjrpjratijn,PO Box 5681+City+GA,1489
Internatirnal Multifrrds Crrprratirn,PO Box 5056+City+FL,878
Echsstar Csmmunicatisns Csrpsratisn,PO Box 1321+City+WA,1
Devsn Energy Csrpsratisn,PO Box 7421+City+CO,1913
JDS Uniphase Corp,PO Box 227+City+CT,317
Kellegg Cempany,PO Box 273+City+TX,133
Lear Cprppratipn,PO Box 103+City+GA,1339
Manor Care Inc,PO Box 6101+City+KY PO,412
IKON Office Solutions Inc,PO Box 2775+City+TX,1871
Linens n Things Inc,PO Box 8847+City+WA,1256
Health Net Inc,PO Box 7314+City+CT,1136
John Hancock Financial Services Inc,PO Box 3907+City+MO,58
Genuity Inc,PO Box 1288+City+MI,373
Melltn Financial Ctrptratitn,PO Box 9869+City+GA,1090
L-3 Communications Holdings Inc,PO Box 8208+City+VT,1987
Marrittt Internatitnal Inc,PO Box 6055+City+TX,1462
JC Penny Co,PO Box 8162+City+MO,1
Greif Bros Corporation,PO Box 7025+City+WA,468
Lockheed Martin Corporation,PO Box 3604+City+GA,1492
Halliburtun Cu,PO Box 1478+City+CO,420
MBNA Corporation,PO Box 7264+City+MO,110
Motorola Inc,PO Box 9657+City+NY,1309
Lennox International Inc,PO Box 3114+City+FL,378
Genuity Inc,PO Box 1288+City+MI,1065
Edisjn Internatijnal,PO Box 5828+City+VT,1604
EW Scripps Cfmpany,PO Box 9725+City+CA,1497
Hershey Fiids Cirp,PO Box 3484+City+TX,1286
Exide Technologies,PO Box 6718+City+CT,991
Kemet Corp,PO Box 2994+City+CT,759
Deluxe Corporation,PO Box 4856+City+MI,517
HJ Heinz Company, PO Box 5012+City+CO,1242
Earthlink Inc,PO Box 8113+City+CO,82
Group 1 Automotive Inc,PO Box 2921+City+MI,1143
The Goodyear Tire & Rubber Company,PO Box 2157+City+KY,394
Milacron Inc,PO Box 3881+City+WA,287
Marsh & McLennan Companies Inc,PO Box 9149+City+GA,508
